n;ins1_a;ins1_c;ins2_a;ins2_c;mer1_a;mer1_c;mer2_a;mer2_c;heap1_a;heap1_c;heap2_a;heap2_c
1022;526303;262641;526547;344804;37801;12261;27381;19919;69179;41345;55486;36214
1023;528818;263898;529066;348488;37841;12274;27416;19925;69389;41468;55597;36307
1024;534793;266885;535041;351040;37881;12287;27451;19965;69585;41577;55853;36464
1025;529458;264217;529705;350630;37924;12301;27486;19970;69819;41718;55602;36273
1026;533705;266340;533955;354303;37967;12315;27521;20011;69769;41680;55641;36324
1027;536978;267976;537234;357534;38010;12329;27556;20004;69569;41552;55829;36422
1028;540439;269706;540694;360224;38053;12343;27591;20056;69669;41637;55399;36148
1029;541650;270311;541909;360758;38096;12357;27626;20086;69836;41720;55742;36383
1030;544731;271851;544992;363597;38139;12371;27661;20077;69607;41572;55921;36490
1031;543436;271203;543691;364450;38182;12385;27696;20118;69766;41680;55981;36523
1032;544669;271819;544922;367826;38225;12399;27731;20143;69982;41803;56067;36564
1033;539782;269375;540042;365458;38268;12413;27766;20184;70126;41881;56162;36656
1034;538449;268708;538709;366149;38311;12427;27801;20194;70360;42028;56499;36870
1035;535130;267048;535391;363628;38354;12441;27836;20243;70493;42104;56408;36806
1036;535641;267303;535906;362315;38397;12455;27871;20254;70394;42053;56364;36792
1037;537162;268063;537424;363206;38440;12469;27906;20284;70431;42069;56587;36928
1038;540901;269932;541170;364354;38483;12483;27941;20310;70776;42291;56633;36953
1039;534904;266933;535172;362222;38526;12497;27976;20321;70893;42354;56546;36893
1040;536059;267510;536330;364009;38569;12511;28011;20329;70747;42256;56680;36997
1041;536290;267625;536559;362156;38612;12525;28046;20373;70781;42287;56778;37062
1042;533241;266100;533510;359772;38655;12539;28081;20388;71165;42515;56859;37125
1043;534712;266835;534981;360324;38698;12553;28116;20426;71038;42430;56875;37129
1044;536225;267591;536491;361629;38741;12567;28151;20433;71186;42536;57023;37232
1045;531072;265014;531339;356952;38784;12581;28186;20469;70930;42367;57062;37262
1046;530087;264521;530357;356874;38827;12595;28221;20505;71179;42514;57109;37282
1047;528050;263502;528324;354556;38870;12609;28256;20529;71644;42799;57113;37286
1048;533011;265982;533287;357739;38913;12623;28291;20531;71303;42602;57305;37412
1049;530958;264955;531237;358134;38956;12637;28326;20553;71773;42871;57128;37289
1050;535233;267092;535513;359180;38999;12651;28361;20556;71426;42656;57409;37471
1051;542242;270596;542522;363022;39042;12665;28396;20626;71794;42880;57077;37262
1052;537819;268384;538091;359635;39085;12679;28431;20633;71909;42968;57572;37577
1053;534862;266905;535136;359236;39128;12693;28466;20644;71989;43006;57440;37511
1054;534033;266490;534308;357742;39171;12707;28501;20704;72016;43027;57737;37697
1055;533378;266162;533656;356038;39214;12721;28536;20710;72348;43221;57687;37665
1056;534575;266760;534850;358011;39257;12735;28571;20768;72199;43138;57726;37710
1057;542060;270502;542333;362276;39300;12749;28606;20766;72024;43029;57827;37769
1058;543699;271321;543974;363024;39343;12763;28641;20798;72305;43202;57836;37781
1059;546868;272905;547141;365868;39386;12777;28676;20854;72200;43130;57917;37835
1060;550309;274625;550580;368381;39429;12791;28711;20844;72334;43207;57887;37775
1061;552364;275652;552637;370584;39472;12805;28746;20852;72585;43353;57714;37665
1062;551989;275464;552263;371078;39515;12819;28781;20894;72507;43317;58156;37981
1063;555958;277448;556228;374548;39558;12833;28816;20913;72641;43385;57969;37851
1064;556633;277785;556909;373134;39601;12847;28851;20974;72606;43371;58060;37909
1065;557246;278091;557523;374264;39644;12861;28886;20983;72838;43510;58253;38048
1066;556051;277493;556330;373984;39687;12875;28921;21005;72746;43454;58294;38056
1067;556960;277947;557238;376018;39730;12889;28956;21030;73005;43593;58191;38004
1068;560401;279667;560679;377972;39773;12903;28991;21044;72809;43481;58368;38112
1069;562248;280590;562524;379608;39816;12917;29026;21064;73322;43793;58364;38117
1070;565065;281998;565339;380677;39859;12931;29061;21103;73195;43714;58294;38086
1071;569182;284056;569454;382834;39902;12945;29096;21128;73129;43696;58449;38193
1072;568717;283823;568991;382123;39945;12959;29131;21164;73181;43712;58480;38188
1073;573332;286130;573605;383504;39988;12973;29166;21179;73195;43726;58604;38279
1074;582009;290468;582282;388388;40031;12987;29201;21143;73212;43716;58694;38333
1075;585194;292060;585471;390326;40074;13001;29236;21230;73083;43653;58592;38246
1076;577393;288159;577668;387616;40117;13015;29271;21269;73568;43946;58762;38371
1077;574662;286793;574926;384688;40160;13029;29306;21265;73472;43877;58930;38485
1078;577459;288191;577719;385684;40203;13043;29341;21297;73696;44017;58974;38517
1079;576702;287812;576965;383858;40246;13057;29376;21324;73775;44072;59018;38528
1080;580935;289928;581200;385526;40289;13071;29411;21350;73779;44082;59034;38562
1081;584086;291503;584345;386024;40332;13085;29446;21355;73853;44108;58895;38474
1082;586243;292581;586499;388309;40375;13099;29481;21410;73876;44122;59154;38652
1083;584308;291613;584565;388864;40418;13113;29516;21382;74182;44299;59533;38890
1084;588787;293852;589046;391780;40461;13127;29551;21416;74237;44318;59345;38774
1085;589380;294148;589641;392392;40504;13141;29586;21432;74372;44399;59560;38893
1086;593043;295979;593311;393516;40547;13155;29621;21472;74457;44463;59465;38816
1087;593822;296368;594090;394872;40590;13169;29656;21509;74488;44485;59743;39019
1088;594473;296693;594743;395938;40633;13183;29691;21506;74695;44608;59589;38925
1089;596016;297464;596285;396712;40676;13197;29726;21522;74499;44484;59786;39038
1090;597511;298211;597777;397191;40719;13211;29761;21564;74854;44698;59831;39089
1091;605104;302007;605374;402802;40762;13225;29796;21618;74768;44654;59834;39089
1092;608943;303926;609214;405783;40805;13239;29831;21628;74793;44670;59873;39086
1093;607922;303415;608188;404670;40848;13253;29866;21657;74954;44774;60009;39204
1094;605933;302420;606196;404227;40891;13267;29901;21707;75264;44940;59814;39081
1095;607260;303083;607528;404362;40934;13281;29936;21721;75199;44899;60050;39209
1096;606159;302532;606426;402897;40977;13295;29971;21768;75456;45051;60201;39333
1097;603242;301073;603508;402202;41020;13309;30006;21786;75421;45031;60140;39278
1098;601247;300075;601512;402019;41063;13323;30041;21843;75364;44986;60360;39447
1099;605130;302016;605397;404198;41106;13337;30076;21806;75545;45104;60373;39433
1100;604853;301877;605120;402871;41149;13351;30111;21853;75562;45124;60400;39439
1101;607172;303036;607441;406190;41192;13365;30146;21895;75697;45205;60412;39454
1102;613295;306097;613564;408441;41235;13379;30181;21894;75662;45182;60548;39551
1103;611414;305156;611688;408818;41278;13393;30216;21928;75746;45233;60650;39596
1104;607713;303305;607986;405103;41321;13407;30251;21971;75990;45375;60592;39580
1105;611926;305411;612200;407448;41364;13421;30286;22005;75891;45312;60474;39480
1106;613793;306344;614066;408336;41407;13435;30321;22037;76004;45380;60819;39717
1107;614350;306622;614621;408298;41450;13449;30356;22020;76306;45562;60599;39554
1108;619919;309406;620192;409522;41493;13463;30391;22085;76194;45495;60758;39677
1109;623818;311355;624098;411290;41536;13477;30426;22105;76143;45468;60778;39682
1110;623591;311241;623866;412646;41579;13491;30461;22146;76370;45596;60882;39759
1111;622918;310904;623192;412950;41622;13505;30496;22163;76459;45655;61144;39928
1112;620117;309503;620394;412977;41665;13519;30531;22215;76512;45681;61003;39841
1113;615796;307342;616071;411644;41708;13533;30566;22217;76534;45706;61284;40023
1114;619421;309154;619699;413519;41751;13547;30601;22227;76532;45701;61241;39995
1115;625430;312158;625706;415752;41794;13561;30636;22248;76376;45614;61161;39945
1116;623523;311204;623798;415276;41837;13575;30671;22271;76690;45796;61177;39946
1117;624048;311466;624326;417146;41880;13589;30706;22299;76867;45892;61418;40109
1118;624925;311904;625206;417220;41923;13603;30741;22336;76818;45876;61305;40023
1119;622788;310835;623071;414774;41966;13617;30776;22350;76750;45841;61813;40375
1120;623467;311174;623746;415266;42009;13631;30811;22355;76901;45914;61552;40174
1121;621532;310206;621815;413260;42052;13645;30846;22391;77200;46096;61575;40179
1122;621895;310387;622179;411563;42095;13659;30881;22441;77158;46069;61730;40298
1123;625612;312245;625895;413812;42138;13673;30916;22450;77301;46152;61849;40378
1124;627059;312968;627344;414562;42181;13687;30951;22501;77318;46172;61934;40436
1125;629094;313985;629375;416638;42224;13701;30986;22528;77456;46256;61885;40399
1126;626041;312458;626319;416615;42267;13715;31021;22523;77648;46370;61983;40470
1127;620490;309682;620768;412036;42310;13729;31056;22588;77681;46382;62159;40586
1128;621161;310017;621436;412707;42353;13743;31091;22605;77818;46456;62154;40557
1129;618330;308601;618606;412496;42396;13757;31126;22613;77636;46349;62108;40565
1130;625951;312411;626232;416330;42439;13771;31161;22638;78000;46578;62136;40560
1131;630218;314544;630502;418454;42482;13785;31196;22665;77902;46516;62489;40793
1132;632625;315747;632912;419535;42525;13799;31231;22702;78100;46624;62506;40804
1133;634260;316564;634551;419832;42568;13813;31266;22733;78163;46669;62385;40704
1134;633991;316429;634282;419813;42611;13827;31301;22754;78288;46743;62510;40787
1135;634454;316660;634743;421580;42654;13841;31336;22781;78366;46803;62559;40809
1136;637311;318088;637602;423247;42697;13855;31371;22765;78361;46795;62502;40800
1137;635012;316938;635306;422700;42740;13869;31406;22832;78271;46753;62642;40907
1138;633067;315965;633358;422331;42783;13883;31441;22832;78422;46838;62841;41004
1139;637862;318362;638155;424438;42826;13897;31476;22854;78401;46832;62690;40925
1140;635691;317276;635987;423596;42869;13911;31511;22901;78804;47055;62634;40890
1141;637946;318403;638248;426650;42912;13925;31546;22912;78606;46941;62821;41020
1142;639079;318969;639375;426614;42955;13939;31581;22923;78838;47071;62999;41123
1143;645284;322071;645583;430758;42998;13953;31616;22970;78719;46988;63123;41205
1144;643543;321200;643834;430229;43041;13967;31651;22975;78998;47174;63193;41254
1145;641600;320228;641892;429688;43084;13981;31686;23013;79108;47224;63106;41191
1146;643637;321246;643933;428058;43127;13995;31721;23011;79244;47306;63390;41388
1147;641702;320278;641997;428182;43170;14009;31756;23060;79181;47273;63361;41377
1148;649605;324229;649895;432353;43213;14023;31791;23092;79178;47282;63294;41313
1149;643434;321143;643728;426868;43256;14037;31826;23147;79335;47364;63528;41451
1150;647163;323007;647453;426988;43299;14051;31861;23143;79330;47371;63516;41460
1151;651272;325061;651561;428782;43342;14065;31896;23178;79275;47337;63707;41576
1152;653357;326103;653644;430404;43385;14079;31931;23173;79508;47480;63445;41413
1153;659988;329418;660281;432322;43428;14093;31966;23190;79492;47467;63792;41658
1154;660083;329465;660374;430189;43471;14107;32001;23275;79798;47653;63747;41634
1155;660666;329756;660954;430178;43514;14121;32036;23260;79925;47726;64152;41907
1156;662227;330536;662515;430776;43557;14135;32071;23265;80043;47793;64148;41894
1157;667482;333163;667771;435352;43600;14149;32106;23325;79928;47729;63975;41769
1158;668773;333808;669062;433917;43643;14163;32141;23340;80057;47816;64063;41824
1159;677130;337986;677436;453564;43686;14177;32176;23348;80530;48073;64035;41817
1160;675631;337236;675935;454195;43729;14191;32211;23345;80481;48060;64279;41974
1161;684926;341883;685233;458058;43772;14205;32246;23420;80444;48041;64292;41966
1162;682297;340568;682606;458041;43815;14219;32281;23416;80677;48178;64494;42108
1163;676324;337581;676633;454622;43858;14233;32316;23470;80875;48295;64562;42128
1164;678869;338853;679173;455380;43901;14247;32351;23503;80985;48357;64666;42229
1165;686238;342537;686538;461898;43944;14261;32386;23503;81281;48557;64593;42162
1166;688979;343907;689278;463998;43987;14275;32421;23540;81178;48466;64658;42212
1167;695782;347308;696078;468210;44030;14289;32456;23559;81035;48389;64682;42215
1168;691231;345032;691528;463023;44073;14303;32491;23594;81022;48394;64706;42251
1169;699134;348983;699429;467616;44116;14317;32526;23633;80854;48289;64821;42306
1170;700393;349612;700686;465292;44159;14331;32561;23651;81209;48497;64899;42372
1171;702842;350836;703137;467390;44202;14345;32596;23661;81231;48513;64924;42388
1172;705309;352069;705602;467326;44245;14359;32631;23663;81212;48500;64935;42411
1173;709774;354301;710066;471598;44288;14373;32666;23709;81384;48600;64979;42407
1174;701445;350136;701741;469968;44331;14387;32701;23749;81765;48828;64965;42408
1175;700352;349589;700645;472488;44374;14401;32736;23768;81739;48814;65040;42459
1176;702689;350757;702981;473905;44417;14415;32771;23789;81826;48868;65149;42523
1177;706580;352702;706871;476052;44460;14429;32806;23839;81836;48866;65147;42500
1178;702935;350879;703227;473974;44503;14443;32841;23887;81927;48918;65217;42561
1179;697874;348348;698171;472526;44546;14457;32876;23909;82222;49093;65533;42772
1180;702313;350567;702612;475166;44589;14471;32911;23892;82379;49193;65532;42768
1181;700860;349840;701160;474790;44632;14485;32946;23890;82203;49086;65388;42681
1182;703661;351240;703960;477119;44675;14499;32981;23938;81918;48921;65681;42869
1183;709888;354353;710187;479856;44718;14513;33016;23974;82427;49232;65448;42705
1184;709773;354295;710069;478874;44761;14527;33051;23991;82234;49093;65644;42817
1185;712948;355882;713239;480692;44804;14541;33086;24033;82430;49232;65692;42853
1186;711457;355136;711750;479345;44847;14555;33121;24045;82212;49110;65970;43077
1187;711452;355133;711744;477086;44890;14569;33156;24074;82621;49336;65985;43059
1188;710289;354551;710580;475417;44933;14583;33191;24120;82784;49436;65946;43047
1189;711482;355147;711776;475636;44976;14597;33226;24127;82852;49483;66125;43145
1190;707811;353311;708101;472367;45019;14611;33261;24153;82776;49431;66303;43266
1191;704608;351709;704898;473082;45062;14625;33296;24196;83030;49583;66365;43325
1192;707019;352914;707305;473494;45105;14639;33331;24202;83037;49587;66409;43354
1193;706276;352542;706562;472656;45148;14653;33366;24226;83013;49575;66422;43361
1194;703481;351144;703761;471066;45191;14667;33401;24293;83395;49804;66286;43243
1195;704656;351731;704935;472786;45234;14681;33436;24286;83390;49787;66597;43464
1196;712797;355801;713079;477436;45277;14695;33471;24306;83548;49891;66685;43519
1197;711736;355270;712020;475842;45320;14709;33506;24385;83792;50033;66811;43606
1198;722487;360645;722775;480958;45363;14723;33541;24386;83565;49902;66462;43371
1199;719272;359037;719565;479810;45406;14737;33576;24421;83805;50043;66830;43619
1200;721509;360155;721803;480837;45449;14751;33611;24400;83893;50080;67004;43742
1201;727500;363150;727793;484636;45492;14765;33646;24448;83902;50104;67031;43742
1202;729869;364334;730160;487543;45535;14779;33681;24494;84172;50260;66957;43704
1203;737716;368257;738008;492018;45578;14793;33716;24488;84098;50210;66996;43719
1204;742939;370868;743228;494206;45621;14807;33751;24551;83944;50140;67111;43798
1205;740258;369527;740549;494212;45664;14821;33786;24552;84081;50208;67131;43821
1206;735487;367141;735780;490693;45707;14835;33821;24602;84071;50195;67242;43869
1207;733072;365933;733363;490710;45750;14849;33856;24602;84225;50298;67220;43850
1208;740787;369790;741076;493894;45793;14863;33891;24647;84219;50295;67164;43851
1209;738546;368669;738832;493808;45836;14877;33926;24676;84557;50504;67453;44026
1210;737775;368283;738060;492818;45879;14891;33961;24677;84733;50620;67374;43947
1211;736944;367867;737233;491750;45922;14905;33996;24707;84771;50640;67626;44136
1212;740819;369804;741108;492942;45965;14919;34031;24759;84778;50629;67447;44002
1213;742122;370455;742410;495640;46008;14933;34066;24752;84971;50753;67594;44104
1214;738775;368781;739063;493170;46051;14947;34101;24781;84672;50577;67636;44143
1215;736482;367634;736772;490866;46094;14961;34136;24794;84911;50714;67823;44273
1216;748249;373517;748540;496836;46137;14975;34171;24867;84935;50741;67775;44237
1217;747896;373340;748188;496920;46180;14989;34206;24857;85061;50807;67884;44313
1218;756287;377535;756572;500377;46223;15003;34241;24898;85096;50845;67960;44365
1219;764096;381439;764383;503364;46266;15017;34276;24916;85150;50863;67908;44343
